p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
50,75,70,85,6,1,1,0,6,8,1,2,3,3,0,58.9,78.5,Intermediate,Yellow,Tropical/Subtropical,Very High,High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,107.1,93.4,Lanceolate,White,Temperate,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,94.6,89.7,Lobed,Intermediate,Tropical/Subtropical,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,97.0,96.0,Lobed,Intermediate,Tropical/Subtropical,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,100.3,101.1,Intermediate,Yellow,Temperate,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,101.0,96.7,Lobed,White,Tropical/Subtropical,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,107.6,91.8,Lobed,Yellow,Tropical/Subtropical,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,94.4,84.3,Intermediate,Intermediate,Tropical/Subtropical,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,106.7,93.5,Lobed,Intermediate,Tropical/Subtropical,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,98.0,98.3,Intermediate,White,Tropical/Subtropical,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,102.2,88.7,Lanceolate,Intermediate,Tropical/Subtropical,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,105.0,88.6,Intermediate,White,Temperate,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,102.9,96.7,Lobed,White,Temperate,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,99.2,91.2,Intermediate,Intermediate,Temperate,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,99.6,90.6,Lobed,Intermediate,Temperate,High,Very High
75,130,85,100,1,10,0,1,8,2,2,2,3,4,0,105.5,89.8,Intermediate,Yellow,Tropical/Subtropical,High,Very High
130,75,100,85,10,1,1,0,2,8,2,2,4,3,0,100.1,93.8,Lobed,Yellow,Tropical/Subtropical,High,Very High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,120.0,119.3,Lanceolate,White,Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,105.0,118.1,Palmate,White,Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,126.0,109.8,Intermediate,White,Tropical/Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,112.1,112.9,Palmate,White,Tropical/Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,112.7,112.4,Palmate,White,Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,99.5,119.8,Palmate,White,Tropical/Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,103.9,116.4,Intermediate,White,Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,119.4,126.0,Palmate,White,Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,117.5,115.6,Lanceolate,White,Tropical/Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,120.4,126.6,Palmate,White,Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,123.6,116.4,Palmate,White,Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,98.9,120.4,Intermediate,White,Tropical/Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,117.4,119.9,Palmate,White,Tropical/Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,120.0,116.0,Intermediate,White,Tropical/Subtropical,Very High,High
75,150,85,150,1,4,0,0,8,1,2,1,3,3,0,109.7,115.3,Intermediate,White,Tropical/Subtropical,Very High,High
150,75,150,85,4,1,0,0,1,8,1,2,3,3,0,111.4,115.3,Lanceolate,White,Tropical/Subtropical,Very High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,127.1,123.8,Palmate,Intermediate,Tropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,129.4,122.4,Intermediate,Intermediate,Tropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,135.9,123.5,Palmate,Intermediate,Tropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,130.6,129.5,Intermediate,Yellow,Tropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,145.8,135.2,Intermediate,Intermediate,Tropical/Subtropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,149.6,130.5,Palmate,White,Tropical/Subtropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,125.5,125.5,Palmate,Intermediate,Tropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,128.8,131.3,Lanceolate,Intermediate,Tropical/Subtropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,125.9,127.0,Lanceolate,White,Tropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,144.8,116.0,Lanceolate,White,Tropical/Subtropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,140.7,126.0,Lanceolate,Intermediate,Tropical/Subtropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,143.8,126.2,Palmate,Yellow,Tropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,135.6,131.0,Palmate,White,Tropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,145.8,126.4,Palmate,Yellow,Tropical/Subtropical,High,High
75,200,85,170,1,4,0,1,8,0,2,2,3,1,0,128.3,125.8,Intermediate,Intermediate,Tropical/Subtropical,High,High
200,75,170,85,4,1,1,0,0,8,2,2,1,3,0,138.8,133.0,Lanceolate,Yellow,Tropical/Subtropical,High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,128.9,80.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,134.3,93.0,Elliptical,White,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,135.7,84.1,Elliptical,White,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,134.8,78.7,Lanceolate,Pink,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,130.9,80.6,Elliptical,White,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,118.2,91.1,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,132.1,88.0,Intermediate,White,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,130.2,89.1,Intermediate,Pink,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,128.2,95.5,Intermediate,Pink,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,122.5,87.8,Intermediate,White,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,128.2,82.7,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,123.6,82.5,Elliptical,Pink,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,122.5,85.3,Intermediate,White,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,126.8,93.7,Intermediate,Pink,Tropical/Subtropical,Very High,High
75,180,85,90,1,2,0,3,8,8,2,1,3,3,1,131.4,83.6,Elliptical,Intermediate,Tropical/Subtropical,Very High,High
180,75,90,85,2,1,3,0,8,8,1,2,3,3,1,145.6,88.9,Elliptical,Intermediate,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,94.4,83.6,Intermediate,Intermediate,Temperate,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,89.6,85.0,Intermediate,Yellow,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,82.4,89.8,Ovate,Intermediate,Tropical/Subtropical,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,88.0,85.4,Intermediate,Yellow,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,85.2,85.5,Intermediate,Intermediate,Temperate,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,85.2,87.0,Intermediate,Yellow,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,98.6,83.2,Lanceolate,Intermediate,Tropical/Subtropical,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,85.3,91.8,Lanceolate,Intermediate,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,91.0,89.0,Lanceolate,Yellow,Temperate,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,91.6,83.2,Intermediate,Intermediate,Temperate,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,88.8,83.8,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,84.8,83.5,Lanceolate,Intermediate,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,93.9,78.7,Lanceolate,White,Tropical/Subtropical,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,94.9,83.0,Ovate,White,Tropical/Subtropical,Very High,High
75,100,85,80,1,0,0,1,8,2,2,3,3,1,1,83.9,89.3,Lanceolate,Intermediate,Temperate,Very High,High
100,75,80,85,0,1,1,0,2,8,3,2,1,3,1,89.1,83.3,Intermediate,White,Temperate,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,191.5,100.1,Intermediate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,187.6,93.8,Intermediate,White,Tropical/Subtropical,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,188.9,96.2,Intermediate,White,Tropical/Subtropical,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,208.1,96.6,Linear,White,Tropical/Subtropical,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,190.1,93.1,Lanceolate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,196.0,99.0,Intermediate,White,Arid,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,164.9,101.3,Lanceolate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,189.5,97.3,Linear,White,Arid,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,171.1,102.4,Intermediate,White,Tropical/Subtropical,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,194.1,98.1,Intermediate,White,Tropical/Subtropical,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,196.1,101.4,Lanceolate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,191.2,93.6,Intermediate,White,Tropical/Subtropical,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,185.1,96.7,Lanceolate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,186.2,96.2,Linear,White,Arid,Very High,High
75,300,85,110,1,3,0,0,8,4,2,3,3,3,0,182.0,96.2,Intermediate,White,Arid,Very High,High
300,75,110,85,3,1,0,0,4,8,3,2,3,3,0,202.0,100.9,Lanceolate,White,Tropical/Subtropical,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,163.9,83.7,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,179.5,85.3,Intermediate,Intermediate,Semi-Arid,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,154.1,86.5,Intermediate,White,Semi-Arid,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,155.8,85.3,Lanceolate,Purple,Semi-Arid,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,168.0,80.4,Lanceolate,White,Tropical/Subtropical,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,159.6,87.2,Intermediate,White,Semi-Arid,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,165.5,90.5,Intermediate,Purple,Semi-Arid,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,159.1,91.4,Intermediate,Purple,Tropical/Subtropical,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,157.8,91.2,Intermediate,White,Tropical/Subtropical,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,159.3,81.4,Linear,Intermediate,Tropical/Subtropical,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,174.4,80.7,Linear,White,Semi-Arid,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,162.9,87.9,Intermediate,Intermediate,Semi-Arid,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,166.1,87.8,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,165.2,87.3,Lanceolate,Intermediate,Semi-Arid,Very High,High
75,250,85,90,1,3,0,2,8,5,2,3,3,1,0,159.9,90.3,Linear,Intermediate,Tropical/Subtropical,Very High,High
250,75,90,85,3,1,2,0,5,8,3,2,1,3,0,166.5,92.1,Linear,Purple,Tropical/Subtropical,Very High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,93.6,67.5,Intermediate,Intermediate,Tropical/Subtropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,92.4,78.5,Intermediate,White,Tropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,89.4,75.4,Lanceolate,Yellow,Tropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,93.1,81.8,Intermediate,Yellow,Tropical/Subtropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,83.7,71.2,Lanceolate,Intermediate,Tropical/Subtropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,87.4,64.9,Intermediate,Intermediate,Tropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,80.5,68.6,Lanceolate,Intermediate,Tropical/Subtropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,85.9,68.7,Pinnate,White,Tropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,91.0,74.1,Intermediate,Yellow,Tropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,94.8,76.6,Intermediate,Yellow,Tropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,88.1,72.3,Lanceolate,Intermediate,Tropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,93.3,77.9,Pinnate,White,Tropical/Subtropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,91.8,68.5,Lanceolate,Yellow,Tropical/Subtropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,87.1,79.5,Lanceolate,Intermediate,Tropical/Subtropical,High,High
75,100,85,65,1,7,0,1,8,0,2,2,3,3,1,82.3,75.8,Intermediate,Intermediate,Tropical,High,High
100,75,65,85,7,1,1,0,0,8,2,2,3,3,1,89.7,79.1,Intermediate,Intermediate,Tropical,High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,55.3,85.5,Intermediate,White,Tropical/Subtropical,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,48.9,84.5,Intermediate,White,Tropical/Subtropical,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,50.2,71.3,Lanceolate,White,Cool Temperate,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,58.0,81.2,Intermediate,White,Tropical/Subtropical,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,53.8,78.9,Pinnate,White,Cool Temperate,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,54.1,74.6,Pinnate,White,Cool Temperate,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,56.4,87.8,Pinnate,White,Cool Temperate,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,54.4,80.3,Pinnate,White,Cool Temperate,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,52.2,75.5,Pinnate,White,Tropical/Subtropical,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,52.8,77.2,Intermediate,White,Cool Temperate,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,51.2,89.1,Lanceolate,White,Tropical/Subtropical,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,51.1,81.9,Intermediate,White,Cool Temperate,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,51.6,80.6,Intermediate,White,Tropical/Subtropical,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,52.2,80.4,Lanceolate,White,Cool Temperate,Very High,High
75,30,85,75,1,7,0,0,8,6,2,1,3,3,0,50.2,72.3,Lanceolate,White,Cool Temperate,Very High,High
30,75,75,85,7,1,0,0,6,8,1,2,3,3,0,57.2,72.5,Intermediate,White,Cool Temperate,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,156.1,94.2,Intermediate,Intermediate,Tropical,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,164.8,95.7,Intermediate,Intermediate,Temperate,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,161.7,89.2,Intermediate,Intermediate,Tropical,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,162.3,92.6,Linear,White,Tropical,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,158.6,100.8,Intermediate,Intermediate,Tropical,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,161.6,105.5,Ovate,Intermediate,Temperate,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,167.4,102.9,Intermediate,White,Temperate,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,155.5,93.5,Ovate,Intermediate,Temperate,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,157.8,84.6,Intermediate,Yellow,Tropical,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,161.4,95.9,Linear,White,Temperate,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,156.8,89.3,Intermediate,Yellow,Tropical,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,169.3,94.2,Intermediate,White,Tropical,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,169.0,97.6,Intermediate,Intermediate,Temperate,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,167.4,95.6,Intermediate,Intermediate,Tropical,Very High,High
80,250,100,90,0,3,0,1,0,2,2,1,1,4,0,162.3,96.6,Intermediate,Intermediate,Temperate,Very High,High
250,80,90,100,3,0,1,0,2,0,1,2,4,1,0,158.8,103.6,Linear,Intermediate,Tropical,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,146.9,91.4,Ovate,Intermediate,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,139.5,85.8,Ovate,Yellow,Tropical,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,147.8,102.8,Intermediate,Yellow,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,135.8,89.2,Ovate,Yellow,Temperate,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,131.7,86.3,Ovate,White,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,149.4,87.4,Intermediate,White,Tropical,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,144.0,92.5,Ovate,Intermediate,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,147.1,92.3,Ovate,Yellow,Temperate,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,142.4,93.4,Intermediate,Intermediate,Temperate,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,136.2,89.3,Intermediate,Intermediate,Tropical,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,160.9,92.7,Ovate,Yellow,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,140.7,88.3,Ovate,Intermediate,Tropical,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,149.0,93.5,Linear,Yellow,Tropical,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,139.0,87.1,Ovate,Intermediate,Temperate,Very High,High
80,200,100,75,0,3,0,1,0,2,2,1,1,3,0,137.9,84.5,Intermediate,Intermediate,Temperate,Very High,High
200,80,75,100,3,0,1,0,2,0,1,2,3,1,0,138.2,81.5,Intermediate,Yellow,Tropical,Very High,High
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,135.1,97.1,Intermediate,Intermediate,Tropical,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,139.2,116.6,Ovate,Intermediate,Temperate,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,138.3,106.5,Pinnate,Intermediate,Temperate,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,147.4,115.0,Ovate,White,Temperate,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,138.4,112.0,Ovate,Intermediate,Temperate,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,122.9,113.9,Intermediate,Pink,Tropical,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,149.4,109.0,Intermediate,Pink,Temperate,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,136.3,115.2,Ovate,Pink,Tropical,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,141.9,109.1,Ovate,Intermediate,Tropical,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,143.9,107.7,Intermediate,Intermediate,Tropical,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,124.5,105.5,Pinnate,Intermediate,Tropical,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,128.0,110.2,Intermediate,Pink,Temperate,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,143.0,115.1,Intermediate,White,Temperate,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,135.1,112.6,Pinnate,Intermediate,Tropical,Very High,Moderate
80,200,100,120,0,7,0,3,0,2,2,1,1,1,0,139.1,116.6,Intermediate,White,Temperate,Very High,Moderate
200,80,120,100,7,0,3,0,2,0,1,2,1,1,0,132.6,117.7,Ovate,Intermediate,Tropical,Very High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,188.6,125.0,Pinnate,Intermediate,Tropical,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,200.1,117.2,Ovate,Intermediate,Tropical,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,193.5,130.1,Ovate,Intermediate,Cool Temperate,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,182.6,121.9,Intermediate,Intermediate,Cool Temperate,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,198.1,125.5,Intermediate,Intermediate,Cool Temperate,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,205.5,131.0,Intermediate,Intermediate,Tropical,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,186.1,125.8,Intermediate,Intermediate,Tropical,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,192.1,119.6,Pinnate,Pink,Cool Temperate,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,191.9,130.6,Pinnate,White,Tropical,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,170.2,120.4,Pinnate,White,Tropical,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,193.0,119.9,Pinnate,Pink,Cool Temperate,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,199.9,125.4,Ovate,Intermediate,Cool Temperate,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,185.7,122.9,Pinnate,Pink,Tropical,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,184.8,127.3,Ovate,Pink,Cool Temperate,High,Moderate
80,300,100,150,0,7,0,3,0,6,2,2,1,1,0,172.7,132.8,Pinnate,White,Cool Temperate,High,Moderate
300,80,150,100,7,0,3,0,6,0,2,2,1,1,0,189.1,117.7,Intermediate,Pink,Cool Temperate,High,Moderate
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,202.8,90.1,Intermediate,White,Temperate,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,181.5,92.8,Cordate,Yellow,Temperate,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,192.3,88.5,Ovate,Intermediate,Tropical,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,167.7,85.5,Ovate,Intermediate,Temperate,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,189.1,96.1,Intermediate,White,Temperate,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,181.0,89.2,Cordate,Intermediate,Tropical,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,189.0,91.9,Cordate,White,Temperate,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,180.8,88.1,Ovate,Yellow,Tropical,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,199.3,88.8,Intermediate,Yellow,Tropical,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,196.4,94.0,Ovate,Intermediate,Tropical,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,195.1,87.3,Ovate,Yellow,Tropical,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,182.6,84.6,Cordate,Intermediate,Tropical,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,175.2,83.8,Intermediate,Yellow,Temperate,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,181.3,91.3,Ovate,Yellow,Temperate,High,High
80,300,100,80,0,5,0,1,0,2,2,2,1,4,0,181.4,93.1,Intermediate,White,Temperate,High,High
300,80,80,100,5,0,1,0,2,0,2,2,4,1,0,182.0,92.1,Cordate,Intermediate,Tropical,High,High
80,300,100,130,0,0,0,1,0,2,2,3,1,3,0,192.5,118.7,Ovate,Yellow,Temperate,Very High,High
